description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
BATTLEFIELD HIGH,510313002457,15000 Graduation Dr.,Haymarket,VA,20169,15000 Graduation Dr. Haymarket VA 20169,38.8453326,-77.6298068
FREEDOM HIGH,510313002458,15201 Neabsco Mills Rd.,Woodbridge,VA,22191,15201 Neabsco Mills Rd. Woodbridge VA 22191,38.621776,-77.2879958
INDEPENDENCE NONTRADITIONAL - HIGH SCHOOL,510313002459,14550 Aden Road,Manassas,VA,20112,14550 Aden Road Manassas VA 20112,38.6319354,-77.4379033
INDEPENDENCE NONTRADITIONAL CENTER,510313001302,14550 Aden Road,Manassas,VA,20112,14550 Aden Road Manassas VA 20112,38.6319354,-77.4379033
MARY WILLIAMS ELEMENTARY,510313002455,3100 Panther Pride Drive,Dumfries,VA,22026,3100 Panther Pride Drive Dumfries VA 22026,38.589946,-77.3043147
PACE WEST,510313000940,14490 John Marshall Hwy,Gainesville,VA,20155,14490 John Marshall Hwy Gainesville VA 20155,38.80575,-77.6176834
UNITY BRAXTON MIDDLE,510313001322,10100 Lomond Dr,Manassas,VA,20109,10100 Lomond Dr Manassas VA 20109,38.7850586,-77.5012947
WOODBINE PRE-SCHOOL CENTER,510313001955,13225 Canova Rd,Manassas,VA,20112,13225 Canova Rd Manassas VA 20112,38.6662262,-77.4393153
CRITZER ELEMENTARY,510315001330,100 Critzer Dr,Pulaski,VA,24301,100 Critzer Dr Pulaski VA 24301,37.059327,-80.7417089
DUBLIN ELEMENTARY,510315001332,600 Dunlap St,Dublin,VA,24084,600 Dunlap St Dublin VA 24084,37.1016131,-80.6782054
PULASKI COUNTY MIDDLE,510315003076,4396 LEE HIGHWAY,PULASKI,VA,24301,4396 LEE HIGHWAY PULASKI VA 24301,37.096041,-80.7336739
PULASKI COUNTY SENIOR HIGH,510315001338,5414 Cougar Trail Rd,Dublin,VA,24084,5414 Cougar Trail Rd Dublin VA 24084,37.0943091,-80.7181985
PULASKI ELEMENTARY,,,,,,   ,,
RIVERLAWN ELEMENTARY,510315001340,8100 Beth Nelson Drive,Fairlawn,VA,24141,8100 Beth Nelson Drive Fairlawn VA 24141,37.1520051,-80.5642431
SNOWVILLE ELEMENTARY,510315001341,4858 Lead Mine Rd,Hiwassee,VA,24347,4858 Lead Mine Rd Hiwassee VA 24347,37.023277,-80.592205
PULASKI COUNTY PUBLIC SCHOOLS GOVERNOR'S STEM ACADEMY,510315003017,5414 Cougar Trail Road,Dublin,VA,24084,5414 Cougar Trail Road Dublin VA 24084,37.0943091,-80.7181985
PULASKI ELEMENTARY,510315002460,2004 Morehead Lane,Pulaski,VA,24301,2004 Morehead Lane Pulaski VA 24301,37.0771299,-80.754342
BELLE HETH ELEMENTARY,510318001342,151 George Street,Radford,VA,24141,151 George Street Radford VA 24141,37.1321925,-80.5572996
JOHN N. DALTON INTERMEDIATE,510318001858,60 Dalton Dr,Radford,VA,24141,60 Dalton Dr Radford VA 24141,37.1352224,-80.5695404
MCHARG ELEMENTARY,510318001344,700 Twelfth St,Radford,VA,24141,700 Twelfth St Radford VA 24141,37.1206662,-80.5704483
RADFORD CITY VIRTUAL,510318003095,1612 Wadsworth Street,Radford,VA,24141,1612 Wadsworth Street Radford VA 24141,37.1188049,-80.5655441
RADFORD HIGH,510318001345,50 Dalton Dr,Radford,VA,24141,50 Dalton Dr Radford VA 24141,37.1354544,-80.5700578
RAPPAHANNOCK COUNTY ELEMENTARY,510321001347,34 Schoolhouse Road,Washington,VA,22747,34 Schoolhouse Road Washington VA 22747,38.687855,-78.1761265
RAPPAHANNOCK COUNTY HIGH,510321001346,12576 Lee Highway,Washington,VA,22747,12576 Lee Highway Washington VA 22747,38.6861402,-78.1877533
ALBERT HILL MIDDLE,510324001351,3400 Patterson Ave,Richmond,VA,23221,3400 Patterson Ave Richmond VA 23221,37.5628601,-77.4818261
AMELIA STREET SPECIAL EDUCATION,510324001352,1821 Amelia St,Richmond,VA,23220,1821 Amelia St Richmond VA 23220,37.5380987,-77.4705109
ARMSTRONG HIGH,,,,,,   ,,
BARACK OBAMA ELEMENTARY,510324000381,3101 Fendall Ave,Richmond,VA,23222,3101 Fendall Ave Richmond VA 23222,37.5737363,-77.4356843
BELLEVUE ELEMENTARY,510324001860,2301 E Grace St,Richmond,VA,23223,2301 E Grace St Richmond VA 23223,37.5312191,-77.4213361
BLACKWELL ELEMENTARY,510324001357,1600 Everett St,Richmond,VA,23224,1600 Everett St Richmond VA 23224,37.5168861,-77.4435624
BROAD ROCK ELEMENTARY,510324001861,4615 Ferguson Ln,Richmond,VA,23234,4615 Ferguson Ln Richmond VA 23234,37.4772162,-77.4784818
CARDINAL ELEMENTARY,510324001361,1745 Catalina Dr,Richmond,VA,23224,1745 Catalina Dr Richmond VA 23224,37.4902894,-77.4762919
CHIMBORAZO ELEMENTARY,510324001359,3000 E Marshall St,Richmond,VA,23223,3000 E Marshall St Richmond VA 23223,37.529957,-77.4129556
DOGWOOD MIDDLE,,,,,,   ,,
ELIZABETH D. REDD ELEMENTARY,510324001363,5601 Jahnke Rd,Richmond,VA,23225,5601 Jahnke Rd Richmond VA 23225,37.5161007,-77.502818
FAIRFIELD COURT ELEMENTARY,510324001365,2510 Phaup St,Richmond,VA,23223,2510 Phaup St Richmond VA 23223,37.5504079,-77.4009816
FRANCES W. MCCLENNEY ELEMENTARY,,,,,,   ,,
FRANKLIN MILITARY ACADEMY,510324002214,701 North 37th Street,Richmond,VA,23223,701 North 37th Street Richmond VA 23223,37.5285789,-77.4036761
G.H. REID ELEMENTARY,510324001369,1301 Whitehead Rd,Richmond,VA,23225,1301 Whitehead Rd Richmond VA 23225,37.4889275,-77.508575
GEORGE W. CARVER ELEMENTARY,510324001862,1110 W Leigh St,Richmond,VA,23220,1110 W Leigh St Richmond VA 23220,37.5546961,-77.448947
HENDERSON MIDDLE,510324001374,4319 Old Brook Rd,Richmond,VA,23227,4319 Old Brook Rd Richmond VA 23227,37.5965648,-77.4459639
HENRY MARSH III ELEMENTARY,510324001370,813 N 28th St,Richmond,VA,23223,813 N 28th St Richmond VA 23223,37.5345201,-77.4117432
HUGUENOT HIGH,510324002083,7945 Forest Hill Ave,Richmond,VA,23225,7945 Forest Hill Ave Richmond VA 23225,37.5323924,-77.5425756
J.B. FISHER ELEMENTARY,510324001863,3701 Garden Rd,Richmond,VA,23235,3701 Garden Rd Richmond VA 23235,37.5463165,-77.5830757
J.L. FRANCIS ELEMENTARY,510324001378,5146 Snead Rd,Richmond,VA,23224,5146 Snead Rd Richmond VA 23224,37.4762621,-77.490295
JOHN MARSHALL HIGH,510324002080,4225 Old Brook Rd,Richmond,VA,23227,4225 Old Brook Rd Richmond VA 23227,37.5948839,-77.4463819
LINWOOD HOLTON ELEMENTARY,510324001927,1600 W. Laburnum Ave,Richmond,VA,23227,1600 W. Laburnum Ave Richmond VA 23227,37.5852018,-77.4613599
LOIS HARRISON-JONES ELEMENTARY,,,,,,   ,,
LUCILLE M. BROWN MIDDLE,510324001894,6300 Jahnke Rd,Richmond,VA,23225,6300 Jahnke Rd Richmond VA 23225,37.5217971,-77.5141509
MARTIN LUTHER KING JR. MIDDLE,,,,,,   ,,
MARY MUNFORD ELEMENTARY,510324001383,211 Westmoreland Street,Richmond,VA,23226,211 Westmoreland Street Richmond VA 23226,37.5643659,-77.4995026
MILES JONES ELEMENTARY,510324001928,200 Beaufont Hill Drive,Richmond,VA,23225,200 Beaufont Hill Drive Richmond VA 23225,37.5059726,-77.5130924
OAK GROVE/BELLEMEADE ELEMENTARY,510324001387,2409 Webber Avenue,Richmond,VA,23224,2409 Webber Avenue Richmond VA 23224,37.4965903,-77.4433049
OPEN HIGH,510324001373,600 S Pine St,Richmond,VA,23220,600 S Pine St Richmond VA 23220,37.537629,-77.4508802
OVERBY-SHEPPARD ELEMENTARY,510324001389,2300 1st Ave,Richmond,VA,23222,2300 1st Ave Richmond VA 23222,37.5650189,-77.4247455
PATRICK HENRY SCHOOL OF SCIENCE AND ARTS,510324002807,P.O. Box 2459,Richmond,VA,23218,P.O. Box 2459 Richmond VA 23218,37.56,-77.45
RICHMOND ALTERNATIVE,510324002307,119 West Leigh Street,Richmond,VA,23220,119 West Leigh Street Richmond VA 23220,37.5492525,-77.4412194
RICHMOND CAREER EDUCATION AND EMPLOYMENT CHARTER SCHOOL,510324002966,4314 Crutchfield Street,Richmond,VA,23225,4314 Crutchfield Street Richmond VA 23225,37.510349,-77.4835659
RICHMOND COMMUNITY HIGH,510324002075,201 E Brookland Park Boulevard,Richmond,VA,23222,201 E Brookland Park Boulevard Richmond VA 23222,37.5708167,-77.429962
RICHMOND HIGH SCHOOL FOR THE ARTS,,,,,,   ,,
RIVER CITY MIDDLE,510324003019,6300 Hull Street Rd,Richmond,VA,23224,6300 Hull Street Rd Richmond VA 23224,37.4809048,-77.5086879
SOUTHAMPTON ELEMENTARY,510324001400,3333 Cheverly Rd,Richmond,VA,23225,3333 Cheverly Rd Richmond VA 23225,37.5438172,-77.5338619
SWANSBORO ELEMENTARY,510324001367,3160 Midlothian Tnpk,Richmond,VA,23224,3160 Midlothian Tnpk Richmond VA 23224,37.5108343,-77.466625
THOMAS C. BOUSHALL MIDDLE,510324002078,3400 Hopkins Rd,Richmond,VA,23234,3400 Hopkins Rd Richmond VA 23234,37.4731867,-77.4693433
THOMAS JEFFERSON HIGH,510324002070,4100 W Grace St,Richmond,VA,23230,4100 W Grace St Richmond VA 23230,37.5714663,-77.4862329
WESTOVER HILLS ELEMENTARY,510324001404,1211 Jahnke Rd,Richmond,VA,23225,1211 Jahnke Rd Richmond VA 23225,37.5212895,-77.491848
WILLIAM FOX ELEMENTARY,510324001406,2300 Hanover Ave,Richmond,VA,23220,2300 Hanover Ave Richmond VA 23220,37.554393,-77.4680472
WOODVILLE ELEMENTARY,510324001407,2000 N 28th St,Richmond,VA,23223,2000 N 28th St Richmond VA 23223,37.5459485,-77.40143
ARMSTRONG HIGH,510324002082,2300 Cool Lane,Richmond,VA,23223,2300 Cool Lane Richmond VA 23223,37.5525031,-77.4036486
BINFORD MIDDLE,510324001356,1701 Floyd Ave,Richmond,VA,23220,1701 Floyd Ave Richmond VA 23220,37.5489478,-77.4624093
GEORGE WYTHE HIGH,510324002081,4314 Crutchfield St,Richmond,VA,23225,4314 Crutchfield St Richmond VA 23225,37.510349,-77.4835659
GINTER PARK ELEMENTARY,510324001372,3817 Chamberlayne Ave,Richmond,VA,23227,3817 Chamberlayne Ave Richmond VA 23227,37.5875893,-77.4471598
JOHN B. CARY ELEMENTARY,510324001379,3021 Maplewood Ave,Richmond,VA,23221,3021 Maplewood Ave Richmond VA 23221,37.5484405,-77.4824705
MARTIN LUTHER KING JR. EARLY LEARNING CENTER,510324003023,900 Mosby Street,Richmond,VA,23223,900 Mosby Street Richmond VA 23223,37.5415972,-77.4210294
MARTIN LUTHER KING JR. MIDDLE,510324001385,1000 Mosby St,Richmond,VA,23223,1000 Mosby St Richmond VA 23223,37.5421117,-77.4206357
MAYMONT PRE-K CENTER,510324001865,1211 S. Allen Ave.,Richmond,VA,23220,1211 S. Allen Ave. Richmond VA 23220,37.5383337,-77.468118
PRE-SCHOOL DEV. CENTER,510324002306,2124 N. 29th St.,Richmond,VA,23223,2124 N. 29th St. Richmond VA 23223,37.5465572,-77.3994537
REAL SPECIAL ED CTR,510324002424,4929 Chamberlayne Ave.,Richmond,VA,23227,4929 Chamberlayne Ave. Richmond VA 23227,37.6015882,-77.4496108
RICHMOND TECHNICAL CENTER,510324001396,2020 Westwood Ave,Richmond,VA,23230,2020 Westwood Ave Richmond VA 23230,37.579045,-77.469734
RICHMOND VIRTUAL ACADEMY,510324003101,301 N. 9th Street,Richmond,VA,23219,301 N. 9th Street Richmond VA 23219,37.5411541,-77.4332042
SUMMER HILL PRESCHOOL CENTER,510324003035,2717 Alexander Avenue,Richmond,VA,23234,2717 Alexander Avenue Richmond VA 23234,37.4755025,-77.4472155
THE GOVERNOR'S CAREER AND TECHNICAL EDUCATION ACADEMY FOR ST,510324002988,2020 Westwood Avenue,Richmond,VA,23230,2020 Westwood Avenue Richmond VA 23230,37.579045,-77.469734
THIRTEEN ACRES SPECIAL EDUCATION CENTER,510324002425,3801 Hermitage Rd.,Richmond,VA,23227,3801 Hermitage Rd. Richmond VA 23227,37.5856231,-77.4614805
THRIVE ACADEMY,510324003020,2015 Seddan Way,Richmond,VA,23230,2015 Seddan Way Richmond VA 23230,37.5794586,-77.4698387
RAPPAHANNOCK HIGH,510327001409,6914 Richmond Rd,Warsaw,VA,22572,6914 Richmond Rd Warsaw VA 22572,37.9490721,-76.7434817
RICHMOND COUNTY ELEMENTARY,510327001974,361 Walnut Streeet,Warsaw,VA,22572,361 Walnut Streeet Warsaw VA 22572,37.9453824,-76.744654
MACKEY-THOMPSON LEARNING CENTER,510327003030,13027 Historyland Highway,Warsaw,VA,22572,13027 Historyland Highway Warsaw VA 22572,37.9339806,-76.7406411
ADDISON AEROSPACE MAGNET MIDDLE,510330001412,1220 5th Street NW,Roanoke,VA,24016,1220 5th Street NW Roanoke VA 24016,37.2841296,-79.9475124
BRECKINRIDGE MIDDLE,510330001413,3901 Williamson Rd NW,Roanoke,VA,24012,3901 Williamson Rd NW Roanoke VA 24012,37.3092013,-79.9449404
CRYSTAL SPRING ELEMENTARY,510330000385,2620 Carolina Ave SW,Roanoke,VA,24014,2620 Carolina Ave SW Roanoke VA 24014,37.2445647,-79.9523206
FAIRVIEW ELEMENTARY,510330001415,648 Westwood Blvd NW,Roanoke,VA,24017,648 Westwood Blvd NW Roanoke VA 24017,37.285692,-79.9963564
FALLON PARK ELEMENTARY,510330001416,502 19th St SE,Roanoke,VA,24013,502 19th St SE Roanoke VA 24013,37.2744704,-79.9158595
FISHBURN PARK ELEMENTARY,510330001417,3057 Colonial Ave SW,Roanoke,VA,24015,3057 Colonial Ave SW Roanoke VA 24015,37.2479609,-79.9722026
GARDEN CITY ELEMENTARY,510330001419,3718 Garden City Blvd SE,Roanoke,VA,24014,3718 Garden City Blvd SE Roanoke VA 24014,37.2279146,-79.9294577
GRANDIN COURT ELEMENTARY,510330001420,2815 Spessard Ave SW,Roanoke,VA,24015,2815 Spessard Ave SW Roanoke VA 24015,37.24602,-79.9913837
HIGHLAND PARK ELEMENTARY,510330002161,1212 5th St SW,Roanoke,VA,24016,1212 5th St SW Roanoke VA 24016,37.2630329,-79.9504848
HURT PARK ELEMENTARY,510330001423,1525 Salem Ave SW,Roanoke,VA,24016,1525 Salem Ave SW Roanoke VA 24016,37.2762561,-79.9654214
JAMES MADISON MIDDLE,510330001424,1160 Overland Rd SW,Roanoke,VA,24015,1160 Overland Rd SW Roanoke VA 24015,37.2490878,-79.9740536
JOHN P. FISHWICK MIDDLE,510330001434,1004 Montrose Ave SE,Roanoke,VA,24013,1004 Montrose Ave SE Roanoke VA 24013,37.2659717,-79.92656
LINCOLN TERRACE ELEMENTARY,510330001425,1802 Liberty Rd NW,Roanoke,VA,24012,1802 Liberty Rd NW Roanoke VA 24012,37.2883874,-79.9452181
MONTEREY ELEMENTARY,510330001426,4501 Oliver Rd NE,Roanoke,VA,24012,4501 Oliver Rd NE Roanoke VA 24012,37.3190011,-79.9358053
MORNINGSIDE ELEMENTARY,510330001045,1716 Wilson Avenue SE,Roanoke,VA,24013,1716 Wilson Avenue SE Roanoke VA 24013,37.267215,-79.9248669
PATRICK HENRY HIGH,510330001430,2102 Grandin Rd SW,Roanoke,VA,24015,2102 Grandin Rd SW Roanoke VA 24015,37.2514757,-79.9842334
PRESTON PARK ELEMENTARY,510330002217,3142 Preston Avenue NW,Roanoke,VA,24012,3142 Preston Avenue NW Roanoke VA 24012,37.3129468,-79.948221
ROANOKE ACADEMY FOR MATHEMATICS & SCIENCE ELEMENTARY,510330001428,1616 Nineteenth Street NW,Roanoke,VA,24017,1616 Nineteenth Street NW Roanoke VA 24017,37.2935486,-79.9667434
ROUND HILL ELEMENTARY,510330001422,2020 Oakland Boulevard,Roanoke,VA,24012,2020 Oakland Boulevard Roanoke VA 24012,37.2972473,-79.9564627
VIRGINIA HEIGHTS ELEMENTARY,510330000667,1210 Amherst Ave SW,Roanoke,VA,24015,1210 Amherst Ave SW Roanoke VA 24015,37.2664415,-79.9764295
WASENA ELEMENTARY,510330001349,1125 Sherwood Ave SW,Roanoke,VA,24015,1125 Sherwood Ave SW Roanoke VA 24015,37.2587588,-79.9679343
WESTSIDE ELEMENTARY,510330001437,1441 Westside Blvd NW,Roanoke,VA,24017,1441 Westside Blvd NW Roanoke VA 24017,37.3008332,-79.9954509
WILLIAM FLEMING HIGH,510330001438,3649 Ferncliff Ave NW,Roanoke,VA,24017,3649 Ferncliff Ave NW Roanoke VA 24017,37.3093914,-79.9827335
WOODROW WILSON MIDDLE,510330001440,1813 Carter Rd SW,Roanoke,VA,24015,1813 Carter Rd SW Roanoke VA 24015,37.2621264,-79.9862457
FOREST PARK ACADEMY,510330002797,2730 Melrose Avenue NW,Roanoke,VA,24017,2730 Melrose Avenue NW Roanoke VA 24017,37.287574,-79.9799926
NOEL C. TAYLOR ACADEMY AT OAKLAND,510330002628,3229 Williamson Road NW,Roanoke,VA,24012,3229 Williamson Road NW Roanoke VA 24012,37.301401,-79.9419609
RUFFNER OPERATIONS AND PROFESSIONAL DEVELOPMENT CENTER,510330003120,3601 Ferncliff Avenue,Roanoke,VA,24017,3601 Ferncliff Avenue Roanoke VA 24017,37.3078053,-79.9824632
BACK CREEK ELEMENTARY,510333001442,7130 Bent Mountain Rd,Roanoke,VA,24018,7130 Bent Mountain Rd Roanoke VA 24018,37.1995102,-80.072438
BONSACK ELEMENTARY,510333001919,5437 Crumpacker Dr,Roanoke,VA,24019,5437 Crumpacker Dr Roanoke VA 24019,37.3313491,-79.881833
BURLINGTON ELEMENTARY,510333001444,6533 Peters Creek Rd,Roanoke,VA,24019,6533 Peters Creek Rd Roanoke VA 24019,37.3437187,-79.9611952
CAVE SPRING ELEMENTARY,510333001446,5404 Springlawn Ave,Roanoke,VA,24018,5404 Springlawn Ave Roanoke VA 24018,37.2133521,-80.0167251
CAVE SPRING HIGH,510333001447,3712 Chaparral Dr,Roanoke,VA,24018,3712 Chaparral Dr Roanoke VA 24018,37.2121142,-80.0010864
CAVE SPRING MIDDLE,510333001448,4880 Brambleton Ave,Roanoke,VA,24018,4880 Brambleton Ave Roanoke VA 24018,37.2157901,-80.018195
CLEARBROOK ELEMENTARY,510333001449,5205 Franklin Rd,Roanoke,VA,24014,5205 Franklin Rd Roanoke VA 24014,37.2042468,-79.9515617
FORT LEWIS ELEMENTARY,510333001998,3115 West Main St,Salem,VA,24153,3115 West Main St Salem VA 24153,37.2821523,-80.1134433
GLEN COVE ELEMENTARY,510333001455,5901 Cove Rd,Roanoke,VA,24019,5901 Cove Rd Roanoke VA 24019,37.3204176,-80.0200436
GLENVAR ELEMENTARY,510333001456,4507 Malus Dr,Salem,VA,24153,4507 Malus Dr Salem VA 24153,37.2798203,-80.1371885
GLENVAR HIGH,510333001457,4549 Malus Dr,Salem,VA,24153,4549 Malus Dr Salem VA 24153,37.2812516,-80.1390092
GLENVAR MIDDLE,510333001408,4555 Malus Dr,Salem,VA,24153,4555 Malus Dr Salem VA 24153,37.280057,-80.138095
GREEN VALLEY ELEMENTARY,510333001458,3838 Overdale Rd,Roanoke,VA,24018,3838 Overdale Rd Roanoke VA 24018,37.2311778,-79.9878993
HERMAN L. HORN ELEMENTARY,510333001452,1002 Ruddell Rd,Vinton,VA,24179,1002 Ruddell Rd Vinton VA 24179,37.2828881,-79.8817564
HIDDEN VALLEY HIGH,510333002308,5000 Titan Trail,Roanoke,VA,24018,5000 Titan Trail Roanoke VA 24018,37.223859,-80.0243236
HIDDEN VALLEY MIDDLE,510333001460,4902 Hidden Valley School Rd,Roanoke,VA,24018,4902 Hidden Valley School Rd Roanoke VA 24018,37.2557746,-80.0295749
MASON'S COVE ELEMENTARY,510333001461,3370 Bradshaw Rd,Salem,VA,24153,3370 Bradshaw Rd Salem VA 24153,37.366224,-80.0613941
MOUNT PLEASANT ELEMENTARY,510333001464,3216 Mt Pleasant Blvd,Roanoke,VA,24014,3216 Mt Pleasant Blvd Roanoke VA 24014,37.2369263,-79.9065888
MOUNTAIN VIEW ELEMENTARY,510333001463,5901 Plantation Circle,Roanoke,VA,24019,5901 Plantation Circle Roanoke VA 24019,37.3349057,-79.9366686
NORTHSIDE HIGH,510333001465,6758 Northside High School Rd,Roanoke,VA,24019,6758 Northside High School Rd Roanoke VA 24019,37.3285308,-79.9996885
NORTHSIDE MIDDLE,510333001466,6810 Northside High School Rd,Roanoke,VA,24019,6810 Northside High School Rd Roanoke VA 24019,37.3300848,-80.0005638
OAK GROVE ELEMENTARY,510333001467,5005 Grandin Rd Extension,Roanoke,VA,24018,5005 Grandin Rd Extension Roanoke VA 24018,37.2458525,-80.0340548
PENN FOREST ELEMENTARY,510333001468,6328 Merriman Rd,Roanoke,VA,24018,6328 Merriman Rd Roanoke VA 24018,37.2035917,-79.9992517
W.E. CUNDIFF ELEMENTARY,510333001459,1200 Hardy Rd,Vinton,VA,24179,1200 Hardy Rd Vinton VA 24179,37.2746105,-79.8789458
WILLIAM BYRD HIGH,510333001476,2902 Washington Ave,Vinton,VA,24179,2902 Washington Ave Vinton VA 24179,37.2839701,-79.8586793
WILLIAM BYRD MIDDLE,510333001477,2910 Washington Ave,Vinton,VA,24179,2910 Washington Ave Vinton VA 24179,37.28495,-79.860616
ALTERNATIVE SECONDARY TRANSITION EDUCATIONAL PROGRAM,510333003080,5937 COVE ROAD,ROANOKE,VA,24019,5937 COVE ROAD ROANOKE VA 24019,37.3228533,-80.0204803
BURTON CENTER FOR ARTS AND TECHNOLOGY,510333001469,1760 Boulevard,Salem,VA,24153,1760 Boulevard Salem VA 24153,37.2934681,-80.0547626
GOVERNOR'S STEM ACADEMY AT THE BURTON CENTER FOR ARTS AND TE,510333002996,1760 Roanoke Boulevard,Salem,VA,24153,1760 Roanoke Boulevard Salem VA 24153,37.2753081,-80.0271623
CENTRAL ELEMENTARY,510337001479,85 Central Road,Lexington,VA,24450,85 Central Road Lexington VA 24450,37.7811461,-79.4346102
FAIRFIELD ELEMENTARY,510337001481,20 Fairfield School Rd,Fairfield,VA,24435,20 Fairfield School Rd Fairfield VA 24435,37.8770209,-79.2940879
MAURY RIVER MIDDLE,510337001871,600 Waddell St,Lexington,VA,24450,600 Waddell St Lexington VA 24450,37.7732869,-79.4439297
MOUNTAIN VIEW ELEMENTARY,510337001485,20 Burger Circle,Buena Vista,VA,24416,20 Burger Circle Buena Vista VA 24416,37.7811333,-79.3563901
NATURAL BRIDGE ELEMENTARY,510337001486,P. O. Box 280,Natural Bridge Station,VA,24579,P. O. Box 280 Natural Bridge Station VA 24579,37.6209678,-79.5058705
ROCKBRIDGE COUNTY HIGH,510337000204,143 Greenhouse Rd,Lexington,VA,24450,143 Greenhouse Rd Lexington VA 24450,37.8021001,-79.4222119
BROADWAY HIGH,510339001492,269 Gobbler Dr,Broadway,VA,22815,269 Gobbler Dr Broadway VA 22815,38.6059059,-78.7941923
CUB RUN ELEMENTARY,510339002782,1451 South Montevideo Circle,Penn Laird,VA,22846,1451 South Montevideo Circle Penn Laird VA 22846,38.3640604,-78.7720452
EAST ROCKINGHAM HIGH,510339002803,250 Eagle Rock Road,Elkton,VA,22827,250 Eagle Rock Road Elkton VA 22827,38.3992678,-78.6535258
ELKTON ELEMENTARY,510339001494,302 B Street,Elkton,VA,22827,302 B Street Elkton VA 22827,38.4107558,-78.6224071
ELKTON MIDDLE,510339001495,21063 Blue and Gold Dr,Elkton,VA,22827,21063 Blue and Gold Dr Elkton VA 22827,38.4043117,-78.6088395
FULKS RUN ELEMENTARY,510339001496,11089 Brocks Gap Rd,Fulks Run,VA,22830,11089 Brocks Gap Rd Fulks Run VA 22830,38.6576012,-78.9003453
J. FRANK HILLYARD MIDDLE,510339001498,226 Hawks Hill Drive,Broadway,VA,22815,226 Hawks Hill Drive Broadway VA 22815,38.6172897,-78.8022471
JOHN C. MYERS ELEMENTARY,510339001869,290 Raider Rd,Broadway,VA,22815,290 Raider Rd Broadway VA 22815,38.6130212,-78.8063669
JOHN W. WAYLAND ELEMENTARY,510339001499,801 North Main St,Bridgewater,VA,22812,801 North Main St Bridgewater VA 22812,38.3972622,-78.9597582
LACEY SPRING ELEMENTARY,510339002163,8621 North Valley Pike,Harrisonburg,VA,22802,8621 North Valley Pike Harrisonburg VA 22802,38.5413369,-78.7723259
LINVILLE-EDOM ELEMENTARY,510339001501,3653 Linville-Edom Rd,Linville,VA,22834,3653 Linville-Edom Rd Linville VA 22834,38.5219183,-78.8485937
MCGAHEYSVILLE ELEMENTARY,510339001503,9508 Spotswood Trail,McGaheysville,VA,22840,9508 Spotswood Trail McGaheysville VA 22840,38.3712803,-78.7356645
MONTEVIDEO MIDDLE,510339001975,7648 McGaheysville Rd,Penn Laird,VA,22846,7648 McGaheysville Rd Penn Laird VA 22846,38.3657883,-78.7749488
MOUNTAIN VIEW ELEMENTARY,510339002545,2800 Rawley Pike,Harrisonburg,VA,22801,2800 Rawley Pike Harrisonburg VA 22801,38.4545347,-78.9156298
OTTOBINE ELEMENTARY,510339001507,8646 Waggys Creek Rd,Dayton,VA,22821,8646 Waggys Creek Rd Dayton VA 22821,38.436751,-79.0443112
PEAK VIEW ELEMENTARY,510339002310,641 Lawyer Rd.,Penn Laird,VA,22846,641 Lawyer Rd. Penn Laird VA 22846,38.3725468,-78.800828
PLAINS ELEMENTARY,510339001508,225 American Legion Dr,Timberville,VA,22853,225 American Legion Dr Timberville VA 22853,38.6276304,-78.7735654
PLEASANT VALLEY ELEMENTARY,510339001509,215 Pleasant Valley Rd,Harrisonburg,VA,22801,215 Pleasant Valley Rd Harrisonburg VA 22801,38.4022878,-78.904154
RIVER BEND ELEMENTARY,510339002804,14556 Rockingham Pike,Elkton,VA,22827,14556 Rockingham Pike Elkton VA 22827,38.4019558,-78.6559692
SOUTH RIVER ELEMENTARY,510339000954,2101 Elm Ave,Grottoes,VA,24441,2101 Elm Ave Grottoes VA 24441,38.2798865,-78.8215405
SPOTSWOOD HIGH,510339001872,368 Blazer Drive,Penn Laird,VA,22846,368 Blazer Drive Penn Laird VA 22846,38.3730625,-78.7622542
TURNER ASHBY HIGH,510339002164,800 N Main St,Bridgewater,VA,22812,800 N Main St Bridgewater VA 22812,38.394992,-78.9556895
WILBUR S. PENCE MIDDLE,510339001511,375 Bowman Road,Dayton,VA,22821,375 Bowman Road Dayton VA 22821,38.4188404,-78.9432543
BELFAST ELEMENTARY,510342001512,646 Belfast School Rd.,Rosedale,VA,24280,646 Belfast School Rd. Rosedale VA 24280,36.9788122,-81.866344
CASTLEWOOD ELEMENTARY,510342001513,242 Blue Devil Circle,Castlewood,VA,24224,242 Blue Devil Circle Castlewood VA 24224,36.8711519,-82.2960654
CASTLEWOOD HIGH,510342001514,304 Blue Devil Circle,Castlewood,VA,24224,304 Blue Devil Circle Castlewood VA 24224,36.8713757,-82.2955804
COPPER CREEK ELEMENTARY,510342001518,23894 U.S. highway 58,Castlewood,VA,24224,23894 U.S. highway 58 Castlewood VA 24224,36.8368678,-82.2450454
HONAKER ELEMENTARY,510342001521,50 Honaker Elementary Dr.,Honaker,VA,24260,50 Honaker Elementary Dr. Honaker VA 24260,37.0192434,-81.9464064
HONAKER HIGH,510342001522,1795 Thompson Creek Rd.,Honaker,VA,24260,1795 Thompson Creek Rd. Honaker VA 24260,37.017073,-81.9782819
LEBANON ELEMENTARY,510342001524,PO Box 668,Lebanon,VA,24266,PO Box 668 Lebanon VA 24266,36.900942,-82.0801309
