description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
LEBANON HIGH,510342002042,PO Box 217,Lebanon,VA,24266,PO Box 217 Lebanon VA 24266,36.900942,-82.0801309
LEBANON MIDDLE,510342002461,53 George Ben Whited Dr.,Lebanon,VA,24266,53 George Ben Whited Dr. Lebanon VA 24266,36.8996885,-82.0830563
LEBANON PRIMARY,510342001523,PO Box 187,Lebanon,VA,24266,PO Box 187 Lebanon VA 24266,36.900942,-82.0801309
SWORDS CREEK ELEMENTARY,510342001527,PO Box 129,Swords Creek,VA,24649,PO Box 129 Swords Creek VA 24649,37.0739038,-81.898908
RUSSELL COUNTY VOC.,510342001526,PO Box 849,Lebanon,VA,24266,PO Box 849 Lebanon VA 24266,36.900942,-82.0801309
STEM FOR LIFE GOVERNOR'S ACADEMY,510342002997,One School Board Drive,Lebanon,VA,24244,One School Board Drive Lebanon VA 24244,36.9009525,-82.0571183
ANDREW LEWIS MIDDLE,510346002045,616 South College Ave,Salem,VA,24153,616 South College Ave Salem VA 24153,37.2856236,-80.051746
EAST SALEM ELEMENTARY,510346002047,1765 Boulevard,Salem,VA,24153,1765 Boulevard Salem VA 24153,37.2934681,-80.0547626
G.W. CARVER ELEMENTARY,510346002044,6 Fourth St,Salem,VA,24153,6 Fourth St Salem VA 24153,37.2857457,-80.0566469
SALEM HIGH,510346002043,400 Spartan Dr,Salem,VA,24153,400 Spartan Dr Salem VA 24153,37.2956806,-80.0793149
SOUTH SALEM ELEMENTARY,510346002048,1600 Carolyn Rd,Salem,VA,24153,1600 Carolyn Rd Salem VA 24153,37.2777618,-80.0828912
WEST SALEM ELEMENTARY,510346002046,520 N Bruffey St,Salem,VA,24153,520 N Bruffey St Salem VA 24153,37.2967628,-80.0748823
DUFFIELD-PATTONSVILLE PRIMARY,510348001528,663 Duff-Patt. Highway,Duffield,VA,24244,663 Duff-Patt. Highway Duffield VA 24244,36.7097286,-82.8030404
DUNGANNON ELEMENTARY SCHOOL,510348001529,113 Fifth Avenue,Dungannon,VA,24245,113 Fifth Avenue Dungannon VA 24245,36.8313609,-82.4659254
GATE CITY HIGH,510348001532,178 Harry Fry Dr.,Gate City,VA,24251,178 Harry Fry Dr. Gate City VA 24251,36.6394631,-82.5696387
GATE CITY MIDDLE,510348002132,170 Harry Fry Drive,Gate City,VA,24251,170 Harry Fry Drive Gate City VA 24251,36.6391383,-82.5700209
HILTON ELEMENTARY,510348001533,303 Academy Rd.,Hiltons,VA,24258,303 Academy Rd. Hiltons VA 24258,36.6546804,-82.4636828
NICKELSVILLE ELEMENTARY,510348001534,11415 Nickelsville Hwy.,Nickelsville,VA,24271,11415 Nickelsville Hwy. Nickelsville VA 24271,36.7502434,-82.422542
RYE COVE HIGH,510348001536,164 Eagles Nest Lane,Duffield,VA,24244,164 Eagles Nest Lane Duffield VA 24244,36.7356123,-82.6915788
RYE COVE INTERMEDIATE,510348001535,158 Memorial School Lane,Clinchport,VA,24244,158 Memorial School Lane Clinchport VA 24244,36.7323609,-82.6912477
SHOEMAKER ELEMENTARY,510348001538,218 Shoemaker Dr,Gate City,VA,24251,218 Shoemaker Dr Gate City VA 24251,36.6399103,-82.5746351
TWIN SPRINGS HIGH,510348001539,273 Titan Lane,Nickelsville,VA,24271,273 Titan Lane Nickelsville VA 24271,36.7797901,-82.4633443
VIRGINIA CONNECTIONS ACADEMY,510348003096,340 East Jackson Street,Gate City,VA,24251,340 East Jackson Street Gate City VA 24251,36.6410667,-82.5758489
WEBER CITY ELEMENTARY,510348001540,322 Jennings St,Weber City,VA,24290,322 Jennings St Weber City VA 24290,36.6220728,-82.5564114
YUMA ELEMENTARY,510348001541,130 Grover Cleveland Lane,Gate City,VA,24251,130 Grover Cleveland Lane Gate City VA 24251,36.6174054,-82.6290002
FORT BLACKMORE PRIMARY,510348001531,214 Big Stoney Creek Road,Fort Blackmore,VA,24250,214 Big Stoney Creek Road Fort Blackmore VA 24250,36.7751731,-82.5767782
SCOTT COUNTY CAREER AND TECHNICAL CENTER,510348001537,387 Broadwater Ave,Gate City,VA,24251,387 Broadwater Ave Gate City VA 24251,36.641531,-82.561887
CENTRAL HIGH,510351001543,1147 Susan Avenue,Woodstock,VA,22664,1147 Susan Avenue Woodstock VA 22664,38.8661267,-78.5233212
HONEY RUN ELEMENTARY,510351001542,480 Stonewall Lane,Quicksburg,VA,22847,480 Stonewall Lane Quicksburg VA 22847,38.7040591,-78.6663064
MOUNTAIN VIEW HIGH,510351001548,150 Stonewall Ln,Quicksburg,VA,22847,150 Stonewall Ln Quicksburg VA 22847,38.7052819,-78.663978
NORTH FORK MIDDLE,510351000581,1018 Caverns Road,Quicksburg,VA,22847,1018 Caverns Road Quicksburg VA 22847,38.7066781,-78.6623498
PETER MUHLENBERG MIDDLE,510351000958,1251 Susan Ave,Woodstock,VA,22664,1251 Susan Ave Woodstock VA 22664,38.8630618,-78.526153
SANDY HOOK ELEMENTARY,510351001547,162 Stickley Loop,Strasburg,VA,22657,162 Stickley Loop Strasburg VA 22657,38.9818817,-78.3720456
SIGNAL KNOB MIDDLE,510351000221,687 Sandy Hook Rd,Strasburg,VA,22657,687 Sandy Hook Rd Strasburg VA 22657,38.9765191,-78.365912
STRASBURG HIGH,510351001549,250 Ram Drive,Strasburg,VA,22657,250 Ram Drive Strasburg VA 22657,38.9842752,-78.3630673
W.W. ROBINSON ELEMENTARY,510351001554,1231 Susan Avenue,Woodstock,VA,22664,1231 Susan Avenue Woodstock VA 22664,38.8642823,-78.5246441
TRIPLETT BUSINESS & TECH.,510351001552,6375 S Main St,Mount Jackson,VA,22842,6375 S Main St Mount Jackson VA 22842,38.735092,-78.647056
ATKINS ELEMENTARY,510352001556,5903 Lee Hwy,Atkins,VA,24311,5903 Lee Hwy Atkins VA 24311,36.8679253,-81.4191845
CHILHOWIE ELEMENTARY,510352001557,P O Box 348,Chilhowie,VA,24319,P O Box 348 Chilhowie VA 24319,36.7984482,-81.6823411
CHILHOWIE HIGH,510352001558,PO Box 2280,Chilhowie,VA,24319,PO Box 2280 Chilhowie VA 24319,36.7984482,-81.6823411
CHILHOWIE MIDDLE,510352001441,P O Box 5018,Chilhowie,VA,24319,P O Box 5018 Chilhowie VA 24319,36.7984482,-81.6823411
MARION ELEMENTARY,510352001561,188 Star Mountain Dr,Marion,VA,24354,188 Star Mountain Dr Marion VA 24354,36.8406008,-81.5004033
MARION MIDDLE,510352001560,134 Wilden St,Marion,VA,24354,134 Wilden St Marion VA 24354,36.8373603,-81.5134383
MARION SENIOR HIGH,510352001562,848 Stage ST,Marion,VA,24354,848 Stage ST Marion VA 24354,36.8384194,-81.5037481
NORTHWOOD HIGH,510352001563,PO Box Y,Saltville,VA,24370,PO Box Y Saltville VA 24370,36.8815031,-81.7620635
NORTHWOOD MIDDLE,510352001411,156 Long Hollow Rd,Saltville,VA,24370,156 Long Hollow Rd Saltville VA 24370,36.9298279,-81.6263583
OAK POINT ELEMENTARY,510352001559,138 OAK POINT DR,Marion,VA,24354,138 OAK POINT DR Marion VA 24354,36.8146907,-81.5914291
RICH VALLEY ELEMENTARY,510352001564,196 Long Hollow Rd,Saltville,VA,24370,196 Long Hollow Rd Saltville VA 24370,36.9263825,-81.6255351
SALTVILLE ELEMENTARY,510352001566,PO Box C,Saltville,VA,24370,PO Box C Saltville VA 24370,36.8815031,-81.7620635
SUGAR GROVE ELEMENTARY,510352003011,242 Teas Rd,Sugar Grove,VA,24375,242 Teas Rd Sugar Grove VA 24375,36.7732387,-81.4163083
SMYTH COUNTY CAREER & TECHNICAL CENTER,510352001567,147 Fox Valley Rd,Marion,VA,24354,147 Fox Valley Rd Marion VA 24354,36.8110451,-81.6178077
CAPRON ELEMENTARY,510360001573,PO Box 164,Capron,VA,23829,PO Box 164 Capron VA 23829,36.7109835,-77.1999675
MEHERRIN ELEMENTARY,510360002312,28600 Grays Shop Rd.,Newsoms,VA,23874,28600 Grays Shop Rd. Newsoms VA 23874,36.630783,-77.133231
NOTTOWAY ELEMENTARY,510360002313,13093 Ivor Rd.,Sedley,VA,23878,13093 Ivor Rd. Sedley VA 23878,36.843201,-76.9864483
RIVERDALE ELEMENTARY,510360001577,31023 Camp Parkway,Courtland,VA,23837,31023 Camp Parkway Courtland VA 23837,36.6913402,-76.9845509
SOUTHAMPTON HIGH,510360001582,23350 Southampton Pkwy,Courtland,VA,23837,23350 Southampton Pkwy Courtland VA 23837,36.7014601,-77.1063269
SOUTHAMPTON MIDDLE,510360001583,23450 Southampton Pkwy,Courtland,VA,23837,23450 Southampton Pkwy Courtland VA 23837,36.701129,-77.1025572
FRESH START CENTER,510360002846,23190 Sedley Road,Franklin,VA,23851,23190 Sedley Road Franklin VA 23851,36.7032033,-76.9634959
BATTLEFIELD ELEMENTARY,510364001584,11108 Leavells Rd,Fredericksburg,VA,22407,11108 Leavells Rd Fredericksburg VA 22407,38.2636929,-77.541252
BATTLEFIELD MIDDLE,510364001585,11120 Leavells Rd,Fredericksburg,VA,22407,11120 Leavells Rd Fredericksburg VA 22407,38.2621625,-77.541336
BERKELEY ELEMENTARY,510364001586,5979 Partlow Road,Spotsylvania,VA,22553,5979 Partlow Road Spotsylvania VA 22553,38.1214956,-77.616671
BROCK ROAD ELEMENTARY,510364000263,10207 Brock Rd,Spotsylvania,VA,22553,10207 Brock Rd Spotsylvania VA 22553,38.2820224,-77.6817074
CEDAR FOREST ELEMENTARY,510364002768,3412 Massaponax Church Road,Fredericksburg,VA,22408,3412 Massaponax Church Road Fredericksburg VA 22408,38.2132753,-77.4620405
CHANCELLOR ELEMENTARY,510364001587,5995 Plank Rd,Fredericksburg,VA,22407,5995 Plank Rd Fredericksburg VA 22407,38.2934051,-77.5822698
CHANCELLOR HIGH,510364002134,6300 Harrison Rd,Fredericksburg,VA,22407,6300 Harrison Rd Fredericksburg VA 22407,38.273684,-77.5549561
CHANCELLOR MIDDLE,510364002165,6320 Harrison Rd,Fredericksburg,VA,22407,6320 Harrison Rd Fredericksburg VA 22407,38.2764313,-77.5518415
COURTHOUSE ROAD ELEMENTARY,510364000969,9911 Courthouse Rd,Spotsylvania,VA,22553,9911 Courthouse Rd Spotsylvania VA 22553,38.2365515,-77.5469847
COURTLAND ELEMENTARY,510364002133,6601 Smith Station Rd,Spotsylvania,VA,22553,6601 Smith Station Rd Spotsylvania VA 22553,38.2283518,-77.5537918
COURTLAND HIGH,510364001873,6701 Smith Station Rd,Spotsylvania,VA,22553,6701 Smith Station Rd Spotsylvania VA 22553,38.2321089,-77.5517318
FREEDOM MIDDLE,510364002420,7315 Smith Station Rd.,Fredericksburg,VA,22407,7315 Smith Station Rd. Fredericksburg VA 22407,38.253783,-77.5782404
HARRISON ROAD ELEMENTARY,510364002317,6230 Harrison Road,Fredericksburg,VA,22407,6230 Harrison Road Fredericksburg VA 22407,38.2747652,-77.5521796
LEE HILL ELEMENTARY,510364001589,3600 Lee Hill School Dr,Fredericksburg,VA,22408,3600 Lee Hill School Dr Fredericksburg VA 22408,38.2270965,-77.4599788
LIVINGSTON ELEMENTARY,510364001590,6057 Courthouse Rd,Spotsylvania,VA,22551,6057 Courthouse Rd Spotsylvania VA 22551,38.123398,-77.737013
MASSAPONAX HIGH,510364001881,8201 Jefferson Davis Hwy,Fredericksburg,VA,22407,8201 Jefferson Davis Hwy Fredericksburg VA 22407,38.1823185,-77.511599
NI RIVER MIDDLE,510364001922,11632 Catharpin Rd,Spotsylvania,VA,22553,11632 Catharpin Rd Spotsylvania VA 22553,38.2710809,-77.6284642
PARKSIDE ELEMENTARY,510364002318,5620 Smith Station Rd.,Fredericksburg,VA,22407,5620 Smith Station Rd. Fredericksburg VA 22407,38.1992739,-77.5310401
POST OAK MIDDLE,510364001588,6959 Courthouse Rd,Spotsylvania,VA,22553,6959 Courthouse Rd Spotsylvania VA 22553,38.158036,-77.6606816
RIVERBEND HIGH,,,,,,   ,,
RIVERVIEW ELEMENTARY,510364000987,7001 N Roxbury Mill Rd,Spotsylvania,VA,22553,7001 N Roxbury Mill Rd Spotsylvania VA 22553,38.1553263,-77.5144661
SALEM ELEMENTARY,510364001874,4501 Jackson Rd,Fredericksburg,VA,22407,4501 Jackson Rd Fredericksburg VA 22407,38.2844457,-77.5335484
SMITH STATION ELEMENTARY,510364000227,7320 Smith Station Road,Fredericksburg,VA,22407,7320 Smith Station Road Fredericksburg VA 22407,38.2524614,-77.5802999
SPOTSWOOD ELEMENTARY,510364001592,400 Lorraine Ave,Fredericksburg,VA,22408,400 Lorraine Ave Fredericksburg VA 22408,38.2555853,-77.4864005
SPOTSYLVANIA ELEMENTARY,510364001591,7415 Brock Rd,Spotsylvania,VA,22553,7415 Brock Rd Spotsylvania VA 22553,38.2029638,-77.5912237
SPOTSYLVANIA HIGH,510364001593,6975 Courthouse Rd,Spotsylvania,VA,22551,6975 Courthouse Rd Spotsylvania VA 22551,38.1584936,-77.6550442
SPOTSYLVANIA MIDDLE,510364001999,8801 Courthouse Rd,Spotsylvania,VA,22553,8801 Courthouse Rd Spotsylvania VA 22553,38.1975154,-77.5858515
THORNBURG MIDDLE,510364000981,6929 N Roxbury Mill Rd,Spotsylvania,VA,22551,6929 N Roxbury Mill Rd Spotsylvania VA 22551,38.1529736,-77.5137493
WILDERNESS ELEMENTARY,510364001870,11600 Catharpin Rd,Spotsylvania,VA,22553,11600 Catharpin Rd Spotsylvania VA 22553,38.2742601,-77.626316
COURTHOUSE ACADEMY PROGRAM,510364002749,8020 River Stone Drive,Fredericksburg,VA,22407,8020 River Stone Drive Fredericksburg VA 22407,38.180771,-77.5176019
GATEWAY ACADEMY,510364002821,7409 Brock Road,Spotsylvania,VA,22553,7409 Brock Road Spotsylvania VA 22553,38.203138,-77.590194
JOHN J. WRIGHT EDUCATIONAL AND CULTURAL CENTER,510364002793,8020 River Stone Drive,Fredericksburg,VA,22407,8020 River Stone Drive Fredericksburg VA 22407,38.180771,-77.5176019
QUEST ALTERNATIVE EDUCATION PROGRAM,510364001190,8020 River Stone Drive,Fredericksburg,VA,22407,8020 River Stone Drive Fredericksburg VA 22407,38.180771,-77.5176019
RIVERBEND HIGH,510364002462,12301 Spotswood Furnace Rd.,Fredericksburg,VA,22407,12301 Spotswood Furnace Rd. Fredericksburg VA 22407,38.2950189,-77.5753749
SPOTSYLVANIA CAREER AND TECHNICAL CENTER,510364001875,6713 Smith Station Rd,Spotsylvania,VA,22553,6713 Smith Station Rd Spotsylvania VA 22553,38.2326736,-77.5541935
ANDREW G. WRIGHT MIDDLE,510366001978,100 Wood Dr,Stafford,VA,22556,100 Wood Dr Stafford VA 22556,38.4740399,-77.4807731
ANNE E. MONCURE ELEMENTARY,510366001594,75 Moncure Lane,Stafford,VA,22556,75 Moncure Lane Stafford VA 22556,38.4747969,-77.4154199
ANTHONY BURNS ELEMENTARY,510366002601,60 Gallery Road,Stafford,VA,22554,60 Gallery Road Stafford VA 22554,38.4392661,-77.4159579
BROOKE POINT HIGH,510366000591,1700 Courthouse Rd,Stafford,VA,22554,1700 Courthouse Rd Stafford VA 22554,38.4066017,-77.3961386
COLONIAL FORGE HIGH,510366001923,550 Courthouse Rd,Stafford,VA,22554,550 Courthouse Rd Stafford VA 22554,38.4332124,-77.4517374
CONWAY ELEMENTARY,510366002465,105 Primmer House Road,Fredericksburg,VA,22405,105 Primmer House Road Fredericksburg VA 22405,38.3421871,-77.4390912
DONALD B. DIXON-LYLE R. SMITH MIDDLE,510366002600,503 Deacon Road,Fredericksburg,VA,22405,503 Deacon Road Fredericksburg VA 22405,38.3350811,-77.4176617
EDWARD E. DREW JR. MIDDLE,510366001595,501 Cambridge St,Falmouth,VA,22405,501 Cambridge St Falmouth VA 22405,38.3461124,-77.4596203
FALMOUTH ELEMENTARY,510366001596,1000 Forbes St,Falmouth,VA,22405,1000 Forbes St Falmouth VA 22405,38.3399876,-77.4546901
FERRY FARM ELEMENTARY,510366001597,20 Pendleton Rd,Fredericksburg,VA,22405,20 Pendleton Rd Fredericksburg VA 22405,38.2939683,-77.4324565
GARRISONVILLE ELEMENTARY,510366002084,100 Wood Dr,Stafford,VA,22556,100 Wood Dr Stafford VA 22556,38.4740399,-77.4807731
GRAFTON VILLAGE ELEMENTARY,510366001598,501 Deacon Rd,Falmouth,VA,22405,501 Deacon Rd Falmouth VA 22405,38.3298247,-77.4240286
H.H. POOLE MIDDLE,510366001199,800 Eustace Rd,Stafford,VA,22554,800 Eustace Rd Stafford VA 22554,38.453124,-77.4392705
HAMPTON OAKS ELEMENTARY,510366000265,107 Northampton Blvd,Stafford,VA,22554,107 Northampton Blvd Stafford VA 22554,38.4575761,-77.4197352
HARTWOOD ELEMENTARY,510366001599,14 Shackleford Well Rd,Hartwood,VA,22406,14 Shackleford Well Rd Hartwood VA 22406,38.4024257,-77.5634644
KATE WALLER BARRETT ELEMENTARY,510366002320,150 Duffey Dr.,Stafford,VA,22554,150 Duffey Dr. Stafford VA 22554,38.483752,-77.4353256
MARGARET BRENT ELEMENTARY,,,,,,   ,,
MOUNTAIN VIEW HIGH,,,,,,   ,,
NORTH STAFFORD HIGH,510366001979,839 Garrisonville Rd,Stafford,VA,22556,839 Garrisonville Rd Stafford VA 22556,38.4674,-77.455544
PARK RIDGE ELEMENTARY,510366002201,2000 Parkway Blvd,Stafford,VA,22554,2000 Parkway Blvd Stafford VA 22554,38.4650521,-77.4493114
ROCKHILL ELEMENTARY,510366002135,50 Wood Dr,Stafford,VA,22556,50 Wood Dr Stafford VA 22556,38.4768093,-77.4787118
ROCKY RUN ELEMENTARY,510366002547,95 Reservoir Rd,Fredericksburg,VA,22406,95 Reservoir Rd Fredericksburg VA 22406,38.3613319,-77.53534
RODNEY E. THOMPSON MIDDLE,510366002548,75 Walpole St,Stafford,VA,22554,75 Walpole St Stafford VA 22554,38.4507644,-77.4607856
SHIRLEY C. HEIM MIDDLE,510366002781,320 Telegraph Road,Stafford,VA,22554,320 Telegraph Road Stafford VA 22554,38.4836877,-77.3760467
STAFFORD ELEMENTARY,510366001600,1349 Courthouse Rd,Stafford,VA,22554,1349 Courthouse Rd Stafford VA 22554,38.4220998,-77.4039412
STAFFORD MIDDLE,510366001601,101 Spartan Dr,Stafford,VA,22554,101 Spartan Dr Stafford VA 22554,38.4088597,-77.3979039
STAFFORD SENIOR HIGH,510366001602,63 Stafford Indian Lane,Fredericksburg,VA,22405,63 Stafford Indian Lane Fredericksburg VA 22405,38.3615244,-77.4642814
T. BENTON GAYLE MIDDLE,510366001603,100 Panther Drive,Fredericksburg,VA,22406,100 Panther Drive Fredericksburg VA 22406,38.3668258,-77.4960975
WIDEWATER ELEMENTARY,510366002106,101 Den Rich Rd,Stafford,VA,22554,101 Den Rich Rd Stafford VA 22554,38.4823238,-77.3702158
WINDING CREEK ELEMENTARY,510366001634,475 Winding Creek Rd,Stafford,VA,22554,475 Winding Creek Rd Stafford VA 22554,38.4509801,-77.451373
MARGARET BRENT ELEMENTARY,510366002463,2125 Mountain View Rd,Stafford,VA,22556,2125 Mountain View Rd Stafford VA 22556,38.4597488,-77.4944845
MOUNTAIN VIEW HIGH,510366002464,2135 Mountain View Road,Stafford,VA,22556,2135 Mountain View Road Stafford VA 22556,38.4587123,-77.4976208
NORTH STAR EARLY CHILDHOOD EDUCATION CENTER,510366003064,101 Shepherds Way,Stafford,VA,22556,101 Shepherds Way Stafford VA 22556,38.4669817,-77.4656259
PHOENIX CENTER FOR INNOVATIVE LEARNING,510366003049,610 Gayle Street,Fredericksburg,VA,22405,610 Gayle Street Fredericksburg VA 22405,38.3332715,-77.4735135
RISING STAR EARLY CHILDHOOD EDUCATION CENTER AT MELCHERS,510366003069,610 Gayle Street,Fredericksburg,VA,22405,610 Gayle Street Fredericksburg VA 22405,38.3332715,-77.4735135
STAFFORD ACADEMY FOR TECHNOLGY (STAT),510366002984,31 Stafford Avenue,Stafford,VA,22554,31 Stafford Avenue Stafford VA 22554,38.4248655,-77.4066764
ARTHUR R. WARE ELEMENTARY,510369001610,330 Grubert Avenue,Staunton,VA,24401,330 Grubert Avenue Staunton VA 24401,38.1613027,-79.0984842
BESSIE WELLER ELEMENTARY,510369001604,600 Greenville Ave,Staunton,VA,24401,600 Greenville Ave Staunton VA 24401,38.1387778,-79.0712193
SHELBURNE MIDDLE,510369001607,300 Grubert Ave,Staunton,VA,24401,300 Grubert Ave Staunton VA 24401,38.1596312,-79.0989254
STAUNTON HIGH,510369001606,1301 N Coalter St,Staunton,VA,24401,1301 N Coalter St Staunton VA 24401,38.16561,-79.05219
THOMAS C. MCSWAIN ELEMENTARY,510369001608,1101 N Coalter St,Staunton,VA,24401,1101 N Coalter St Staunton VA 24401,38.163702,-79.0570905
STAUNTON CITY SCHOOL PRESCHOOL PROGRAMS,510369002828,Dixon Educational Center,Staunton,VA,24401,Dixon Educational Center Staunton VA 24401,38.1754379,-79.0876846
BOOKER T. WASHINGTON ELEMENTARY,510371001613,204 Walnut Street,Suffolk,VA,23434,204 Walnut Street Suffolk VA 23434,36.721799,-76.5716766
COLONEL FRED CHERRY MIDDLE,510371003058,7401 Burbage Drive,SUFFOLK,VA,23435,7401 Burbage Drive SUFFOLK VA 23435,36.8848379,-76.4183894
CREEKSIDE ELEMENTARY,510371002630,1000 Bennetts Creek Park Road,Suffolk,VA,23435,1000 Bennetts Creek Park Road Suffolk VA 23435,36.8508919,-76.4629712
ELEPHANT'S FORK ELEMENTARY,510371001876,2316 William Reid Dr,Suffolk,VA,23434,2316 William Reid Dr Suffolk VA 23434,36.7668736,-76.5893451
FLORENCE BOWSER ELEMENTARY,510371001615,4540 Nansemond Pkwy,Suffolk,VA,23435,4540 Nansemond Pkwy Suffolk VA 23435,36.8242213,-76.4905011
FOREST GLEN MIDDLE,510371001619,200 Forest Glen Dr,Suffolk,VA,23434,200 Forest Glen Dr Suffolk VA 23434,36.71314,-76.6535977
HILLPOINT ELEMENTARY,510371002777,1101 Hillpoint Rd,Suffolk,VA,23434,1101 Hillpoint Rd Suffolk VA 23434,36.7753648,-76.5628898
JOHN F. KENNEDY MIDDLE,510371001621,2325 E Washington St,Suffolk,VA,23434,2325 E Washington St Suffolk VA 23434,36.7340708,-76.5532485
JOHN YEATES MIDDLE,510371001623,4901 Bennetts Pasture Rd,Suffolk,VA,23435,4901 Bennetts Pasture Rd Suffolk VA 23435,36.841591,-76.5053523
KILBY SHORES ELEMENTARY,510371001877,111 Kilby Shores Dr,Suffolk,VA,23434,111 Kilby Shores Dr Suffolk VA 23434,36.7245479,-76.6303394
KING'S FORK HIGH,510371002426,351 Kings Fork Road,Suffolk,VA,23434,351 Kings Fork Road Suffolk VA 23434,36.7825716,-76.5946549
KING'S FORK MIDDLE,510371002321,350 Kings Fork Rd.,Suffolk,VA,23434,350 Kings Fork Rd. Suffolk VA 23434,36.7874886,-76.5959583
LAKELAND HIGH,510371002219,214 Kenyon Road,Suffolk,VA,23434,214 Kenyon Road Suffolk VA 23434,36.721088,-76.6606098
MACK BENN JR. ELEMENTARY,510371001895,1253 Nansemond Pkwy,Suffolk,VA,23434,1253 Nansemond Pkwy Suffolk VA 23434,36.7542951,-76.5400151
NANSEMOND PARKWAY ELEMENTARY,510371001878,3012 Nansemond Pkwy,Suffolk,VA,23434,3012 Nansemond Pkwy Suffolk VA 23434,36.7956025,-76.5249142
NANSEMOND RIVER HIGH,510371002218,3301 Nansemond Pkwy,Suffolk,VA,23435,3301 Nansemond Pkwy Suffolk VA 23435,36.8025393,-76.5177113
NORTHERN SHORES ELEMENTARY,510371001475,6701 Respass Beach Rd,Suffolk,VA,23435,6701 Respass Beach Rd Suffolk VA 23435,36.89058,-76.4127499
OAKLAND ELEMENTARY,510371001626,5505 Godwin Blvd,Suffolk,VA,23434,5505 Godwin Blvd Suffolk VA 23434,36.8486341,-76.5909928
SOUTHWESTERN ELEMENTARY,510371001629,150 Pioneer Rd,Suffolk,VA,23437,150 Pioneer Rd Suffolk VA 23437,36.6909584,-76.7419938
FIRST ACADEMY,510371003070,4169 Pruden Blvd,Suffolk,VA,23434,4169 Pruden Blvd Suffolk VA 23434,36.7841996,-76.6442945
THE COLLEGE AND CAREER ACADEMY AT PRUDEN,510371003045,4169 Pruden Blvd,Suffolk,VA,23434,4169 Pruden Blvd Suffolk VA 23434,36.7841996,-76.6442945
TURLINGTON WOODS ALTERNATIVE,510371002555,629 Turlington Rd,Suffolk,VA,23434,629 Turlington Rd Suffolk VA 23434,36.6985985,-76.6211011
LUTHER P. JACKSON MIDDLE,510375001201,4255 New Design Rd,Dendron,VA,23839,4255 New Design Rd Dendron VA 23839,37.084301,-76.904299
SURRY COUNTY HIGH,510375001635,1675 Hollybush Rd,Dendron,VA,23839,1675 Hollybush Rd Dendron VA 23839,37.0801185,-76.9039812
SURRY ELEMENTARY,510375002002,1600 Hollybush Rd,Dendron,VA,23839,1600 Hollybush Rd Dendron VA 23839,37.0788938,-76.9019616
SUSSEX CENTRAL ELEMENTARY,510378002959,21392 Sussex Drive,Stony Creek,VA,23882,21392 Sussex Drive Stony Creek VA 23882,36.9222411,-77.250475
SUSSEX CENTRAL HIGH,510378001643,21394 Sussex Drive,Stony Creek,VA,23882,21394 Sussex Drive Stony Creek VA 23882,36.9188181,-77.2551395
SUSSEX CENTRAL MIDDLE,510378002962,21356 Sussex Drive,Stony Creek,VA,23882,21356 Sussex Drive Stony Creek VA 23882,36.9201703,-77.2562306
ABB'S VALLEY-BOISSEVAIN ELEMENTARY,510381001645,P. O. Box 69,Boissevain,VA,24606,P. O. Box 69 Boissevain VA 24606,37.2853298,-81.3792941
